epoch,train_loss,val_loss,seconds,global_step
1,0.8839813160524796,0.47367229559191565,548.0,6546
2,0.46619068534138225,0.3855999152338694,549.89,13092
3,0.40073904076866007,0.3470227262949041,550.2,19638
